name	address	postcode	tel	website	latitude	longitude
Boxers Bar and Grill	2477 Lombard St	94123	(415) 885-2663		37.799021	-122.442115
Beijing On Irving Restaurant	1030 Irving St	94122	(415) 731-8110	http://www.goldenricebowlca.com	37.764068	-122.468923
Bonbon Patisserie	308 Kearny St	94108	(415) 956-5005	http://www.bonbonsf.com	37.790913	-122.403992
Big Chef Tom's Belly Burgers	1550 Howard St	94103	(415) 513-1331	http://bctbellyburgers.com	37.772494	-122.416524
Blondie's Bar and No Grill	540 Valencia St	94110	(415) 864-2419	http://www.blondiesbar.com	37.76424	-122.421916
Beach Blanket Babylon	678 Green St	94133	(415) 421-4222	http://www.beachblanketbabylon.com	37.79954	-122.410273
Brick Oven Pizza	543 Monterey Blvd	94127	(415) 468-6633		37.731515	-122.447206
Bay Blend Coffee and Tea	1905 Mission St	94103	(415) 551-2536		37.766563	-122.419791
Bar 888	888 Howard St	94103	(415) 616-6566	http://www.grappabar888.com	37.781829	-122.404708
Bug and Bean Photography	2013 17th St	94103	(408) 470-0707	http://www.bugandbeanphotography.com	37.764495	-122.403942
Balboa Cafe	3199 Fillmore St	94123	(415) 921-3944	http://www.balboacafe.com	37.798897	-122.435998
Bagelry	2139 Polk St	94109	(415) 441-3003	http://www.thebagelrymd.com	37.796459	-122.422019
Beauty Bar	2225 Mission St	94110	(415) 285-0323	http://thebeautybar.com/san_francisco	37.760347	-122.419052
Boston Market	2300 16th St	94103	(415) 864-7666	http://www.bostonmarket.com	37.765893	-122.408948
Brass Tacks	488 Hayes St	94102	(415) 864-6672	http://brasstackssf.com	37.776625	-122.424426
Buckhorn Grill	100 Drumm St	94111	(415) 989-1071	http://www.buckhorngrill.com	37.794604	-122.396488
Belden Place	Belden Pl	94104	(415) 986-5673	http://www.belden-place.com	37.791336	-122.403741
Boboquivari's San Francisco Steakhouse	1450 Lombard St	94123	(415) 441-8880	http://www.boboquivaris.com	37.801347	-122.425583
Bite Me Burger	581 Valencia St	94110	(415) 551-2483		37.763681	-122.421775
Bon Appetit	2130 Fulton St	94117	(415) 422-2306		37.775152	-122.451974
Buck Horn Grill	845 Market St	94103	(415) 978-9770	http://www.buckhorngrill.com	37.784158	-122.406995
Beach Hut Café	1199 E Beach	94129	(415) 561-7761	http://www.parksconservancy.org/our-work/crissy/visit/location-and-directions.html	37.805893	-122.449089
Breaking Bread	100 Drumm St	94111	(415) 318-1800	http://www.breakingbreadsf.com	37.794866	-122.396295
Bun Rieu	388 Market St	94111	(415) 291-0686		37.79232	-122.398153
Boudin Sourdough Bakery and Cafe	564 Market St	94104	(415) 924-5146		37.789592	-122.401186
Burritt Room	417 Stockton St	94108	(415) 400-0561	http://www.charliepalmer.com/Properties/Burritt	37.789798	-122.407252
Brothers Pizza	3627 Taraval St	94116	(415) 753-6004	http://www.brotherspizzasf.com	37.741634	-122.505011
Bangkok Noodles	110 Powell St	94102	(415) 397-2199	http://bangkoknoodles.com	37.785735	-122.40787
Blackthorn Tavern	834 Irving St	94122	(415) 564-6627	http://www.blackthornsf.com	37.764138	-122.467019
Ballet Studio	128 10th St	94103	(415) 861-5520	http://www.balletstudiosf.com	37.774843	-122.415558
Bechelli's Coffee Shop	2346 Chestnut St	94123	(415) 346-1801		37.800164	-122.441972
Bayside Market	120 Brannan St	94107	(415) 227-0151		37.784635	-122.388698
Burgermeister	759 Columbus Ave	94133	(415) 296-9907	http://www.burgermeistersf.com	37.801669	-122.412233
Black Jet Baking Co.	1 Ferry Building	94111	(415) 845-9925	http://www.blackjetbakingco.com	37.795233	-122.39343
Balance Catering	2800 Bryant St	94110	(415) 577-3702	http://www.balancecatering.com	37.748778	-122.408841
Burger King	1690 Valencia St	94110	(415) 641-9885	http://www.bk.com	37.745809	-122.420337
Best of Thai Noodle	1418 Haight St	94117	(415) 552-3534	http://www.bestofthainoodle.com	37.770215	-122.445744
Bonjour Patisserie	655 Townsend St	94103	(415) 558-8016		37.77067	-122.402667
Bento House	448 Larkin St	94102	(415) 931-9988	http://www.bentohousesf.com	37.781988	-122.417273
Bambuddha Lounge	601 Eddy St	94109	(415) 885-5088	http://www.chambers-sf.com	37.783115	-122.417878
Baked	1415 18th St	94107	(415) 826-9455	http://www.bakedsf.com	37.762512	-122.396824
Beard Papa Sweets Cafe	99 Yerba Buena Ave	94127	(415) 978-9972	http://muginohointl.com	37.737126	-122.463248
Bitterroot	3122 16th St	94103	(415) 626-5523		37.764974	-122.422513
Banhwich	1105 Taraval St	94116	(415) 665-2233		37.742865	-122.478087
Beatbox	314 11th St	94103	(415) 500-2675	http://www.beatboxsf.com	37.771498	-122.413828
Bernal Supper Club	1152 Valencia St	94110	(415) 401-7258	http://bernalsupperclub.com	37.754485	-122.420952
Bullitt	2209 Polk St	94109	(415) 268-0140	http://www.bullittsf.com	37.797099	-122.422133
Bhl	201 Clay St	94111	(415) 248-0011		37.795155	-122.398126
Batter Bakery	555 California St	94104	(415) 706-8076	http://www.batterbakery.com	37.792493	-122.403867
Bus Stop Pizza	256 Divisadero St	94117	(415) 626-5559		37.771489	-122.43698
Bar Drake	450 Powell St	94102	(415) 392-7755	http://www.sirfrancisdrake.com/eat-drink-dance/bar-drake	37.7893	-122.408846
Bai Som Thai Kitchen	2121 Clement St	94121	(415) 751-5332	http://www.baisomthai.com	37.782014	-122.482043
Bean Island	101 4th St	94103	(707) 280-8527	http://www.thebeancoffeecompany.com	37.784103	-122.402927
Boba Guys	3378 18th St	94110	(415) 967-2622	http://www.bobaguys.com/index.html	37.761937	-122.41882
Buena Suerte Cafe	4995 Mission St	94112	(415) 841-0467	http://www.buenasuertecafe.com	37.71868	-122.43935
Bangkok 900	900 Stanyan St	94117	(415) 665-5333		37.766294	-122.452825
Bravado Italian Coffee Bar and Lounge	170 King St	94107	(415) 957-1100	http://www.bravadosf.com	37.778638	-122.391378
Boccalone	1 Ferry Building	94111	(415) 433-6500	http://www.boccalone.com	37.795341	-122.393443
Boudin Bakery	25 Van Ness Ave	94102	(650) 871-2515	http://boudinbakery.com	37.784333	-122.417036
Breakfast At Tiffany's	2499 San Bruno Ave	94134	(415) 468-0977		37.730303	-122.404649
Bar 333 and Bistro	333 Battery St	94111	(415) 296-2933	http://www.starwoodhotels.com/lemeridien/property/dining/index.html?propertyID=1957	37.794632	-122.400317
Bow Bow Cocktail Lounge	1155 Grant Ave	94133	(415) 421-6730		37.797543	-122.406929
Bread and Butter Cafe	1901 Hayes St	94117	(415) 221-8700	http://www.breadandbuttercafe.com	37.773572	-122.447819
Bay Subs and Deli	2486 Sacramento St	94115	(415) 346-3888		37.789877	-122.433752
Biscoff Coffee Corner	Pier 39	94133	(415) 393-9554	http://www.biscoffcoffeecorner.com	37.809026	-122.410157
Belinda's Club	3202 Mission St	94110	(415) 641-4663		37.7453208	-122.4200822
Balancoire	2565 Mission St	94110	(415) 920-0577	http://www.balancoiresf.com	37.756053	-122.418638
Berber Cafe	149 Hyde St	94102	(415) 749-0923		37.782206	-122.415778
BBC Cafe	1485 Bay Shore Blvd	94124	(415) 467-2050		37.725933	-122.401419
Blue Front Deli and Cafe	1430 Haight St	94117	(415) 252-5917	http://www.bluefrontcafe.com	37.770212	-122.445926
Brisas De Acapulco Mexican Restaurant	3137 Mission St	94110	(415) 826-1496	http://www.acapulcosf.com	37.747113	-122.418769
BurritoDelivery.com	701 Randolph St	94132	(415) 333-0313	http://burritodelivery.com	37.714258	-122.468898
Baobab	3388 19th St	94110	(415) 643-3558	http://www.bissapbaobab.com	37.760253	-122.418948
Blue Hawaii Lifestyle	Davis St	94111	(415) 830-9389	http://www.bluehawaiisf.com	37.794719	-122.398602
Beanery	602 Irving St	94122	(415) 661-1090	http://www.hodosoy.com	37.76415	-122.464307
Burgermeister	138 Church St	94114	(415) 437-2874	http://www.burgermeistersf.com	37.768756	-122.429086
Black Magic	1400 Lombard St	94123	(415) 931-8711	http://www.myspace.com/blackmagicvoodoolounge	37.801388	-122.424818
Burger Bar	170 Ofarrell St	94102	(415) 983-0281	http://www.burger-bar.com	37.788147	-122.40771
Beard Papa	760 Mission St	94103	(415) 978-9972	http://www.beardpapasf.com	37.785234	-122.403605
Bistro	400 Castenada Ave	94116	(415) 386-1942		37.745707	-122.465963
Bohemia	1624 California St	94109	(415) 474-6968	http://www.bohemiasf.com	37.790769	-122.42111
Burger King	819 Van Ness Ave	94109	(415) 775-4211	http://www.bk.com	37.78319	-122.421032
Bill's Place	2315 Clement St	94121	(415) 221-5262	http://www.billsplace.qpg.com	37.782005	-122.484011
Bloem 'n Sugar	865 Market St	94103	(415) 615-0064	http://www.bloemnsugar.com	37.784152	-122.407484
Big 4	1075 California St	94108	(415) 771-1140	http://www.big4restaurant.com	37.791525	-122.412118
Bangkok Lounge	836 Mission St	94103	(415) 777-4222	http://www.bangkoklounge.com	37.784182	-122.404783
Barolo Restaurant	400 Dewey Blvd	94116	(415) 661-9210		37.747277	-122.459346
Balompie Cafe No 3	3801 Mission St	94110	(415) 647-4000	http://www.balompiecafe.com	37.735968	-122.424355
Bombay Ice Creamery	552 Valencia St	94110	(415) 861-3995	http://www.bombayicecream.com	37.764082	-122.421937
Beep's Burgers	1051 Ocean Ave	94112	(415) 584-2650		37.723231	-122.453936
Boba Guys	3491 19th St	94110	(415) 967-2622	http://www.bobaguys.com	37.760055	-122.42113
Barbary Coast	55 Cyril Magnin St	94102	(415) 989-3888	http://www.parc55hotel.com/dining	37.784684	-122.408604
Bread and Cocoa	199 Sutter St	94104	(415) 956-7200	http://www.breadandcocoa.com	37.78978	-122.403699
Buckhorn Grill	4 Embarcadero Ctr	94111	(415) 989-1071	http://www.buckhorngrill.com	37.795313	-122.396167
Blue Sky Restaurant	1504 Powell St	94133	(415) 989-5688	http://www.blueskywinebar.com	37.798576	-122.410429
Bento 415	300 De Haro St	94103	(415) 355-1269		37.76573	-122.401823
Beard Papa Sweets Cafe San Francisco Shopping Center	845 Market St	94103	(415) 978-9975	http://www.muginohointl.com	37.784203	-122.40637
Butterfly	33 Pier	94111	(415) 864-8999	http://www.butterflysf.com	37.806754	-122.405224
Ben and Jerry's Fisherman's Wharf	79 Jefferson Sq	94102	(415) 249-2662	http://www.benjerry.com	37.781224	-122.426527
Boudin Catering	564 Market St	94104	(415) 283-1230		37.789704	-122.400964
Bakers Square Restaurant and Pie	2353 Lombard St	94123	(415) 931-1174	http://www.bakerssquare.com	37.799116	-122.440086
Benkyodo Co.	1747 Buchanan St	94115	(415) 922-1244	http://www.benkyodocompany.com	37.786245	-122.430048
Basque, Nueva Cocina Vasca	398 7th St	94103	(415) 581-0550		37.775504	-122.406528
Boston Cafe	28 Van Ness Ave	94102	(415) 436-0177		37.775895	-122.41939
Blest Tea	752 Grant Ave	94108	(415) 951-8516	http://www.blesttea.com	37.794173	-122.406274
Big City Chefs	221 24th Ave	94121	(866) 321-2433	http://www.bigcitychefs.com	37.785387	-122.484283
Blooms Saloon	1318 18th St	94107	(415) 552-6707	http://www.bloomssaloon.com/?	37.762701	-122.396016
Bill's Kitchen	475 3rd St	94107	(415) 529-2794		37.781728	-122.396156
Bacchus Kirk	925 Bush St	94109	(415) 474-4056	http://www.bacchuskirk.org	37.789591	-122.412529
Big Al's Cheez 'n Bologna	556 Broadway	94133	(415) 986-6060		37.797932	-122.406516
Bacco	737 Diamond St	94114	(415) 282-4969	http://www.baccosf.com	37.751462	-122.436209
Beekind Honey Shop	1 Ferry Building	94111	(415) 307-8682	http://www.beekind.com	37.795521	-122.393462
British American Imports	726 15th St	94103	(415) 863-3300	http://www.britshoppe.com	37.767167	-122.408164
Bhel - Indian Food Popup Kitchen	3372 19th St	94110	(408) 840-2277	http://www.facebook.com/bhelsf	37.760361	-122.418715
Bruno's Pizza and Restaurant	1375 Fillmore St	94115	(415) 563-6300	http://www.sfbrunos.com	37.782224	-122.432707
Beanstalk Cafe	724 Bush St	94108	(415) 576-1966		37.790124	-122.409243
Boriana's Tuscan Market	Ferry	94102	(415) 402-0421		37.79532	-122.393944
Burger King	4780 Mission St	94112	(415) 469-5518	http://www.bk.com	37.721628	-122.437193
Broadway Showgirls	412 Broadway	94133	(415) 391-2800	http://www.showgirlssf.com	37.798261	-122.404235
Beijing Restaurant	1801 Alemany Blvd	94112	(415) 333-8182	http://beijingrestaurant.us	37.723541	-122.437296
Basil Thai Restaurant and Bar	1175 Folsom St	94103	(415) 552-8999	http://www.basilthai.com	37.77546	-122.409232
Ben and Jerry's	Pier 41	94133	(415) 484-5690	http://scoopshops.benjerry.com/scoopshops/fishermanswharf/default.aspx	37.808854	-122.411369
Bollyhood Cafe	3376 19th St	94110	(415) 970-0362	http://www.bollyhoodcafe.com	37.760373	-122.41868
Bullshead Restaurant	840 Ulloa St	94127	(415) 665-4350	http://www.bullsheadsf.com	37.740876	-122.465495
Bite Me Sandwiches	601 S Van Ness Ave	94110	(415) 431-4788	http://www.bitemesandwiches.com	37.763602	-122.417287
Brandy Ho's Hunan Food	4068 18th St	94114	(415) 252-8000	http://www.brandyhos.com	37.760987	-122.434231
Blue Muse Restaurant and Bar	370 Grove St	94102	(415) 701-9888	http://www.hayesvalleyshop.com	37.777925	-122.422605
Boudin Sourdough Bakeky and Cafe	160 Jefferson St	94133	(415) 421-0185	http://www.boudinbakery.com	37.808493	-122.413737
Broadway Dim Sum	684 Broadway	94133	(415) 989-2038		37.797714	-122.408358
Brioche Bakery and Cafe	210 Columbus Ave	94133	(415) 765-0412	http://briochecafe.com	37.797247	-122.405666
Beauty Bar	2299 Mission St	94110	(415) 285-0323	http://thebeautybar.com/san_francisco	37.760307	-122.419099
Best and Fresh	2949 Mission St	94110	(415) 400-4224		37.74989	-122.418036
Burger King	1701 Fillmore St	94115	(415) 346-1889	http://www.bk.com	37.785213	-122.433148
Beanery	1307 9th Ave	94122	(415) 661-1255		37.763812	-122.466369
Black Sheep	2032 Polk St	94109	(203) 276-5578	http://www.blacksheepsf.com	37.795529	-122.421653
Buddha Lounge	901 Grant Ave	94108	(415) 362-1792		37.795184	-122.406429
Burger King	554 25th Ave	94121	(415) 386-5077	http://www.bk.com	37.77903	-122.48464
Boudin Sourdough Bakery and Cafe	67 5th St	94103	(415) 543-8304	http://www.boudinbakery.com	37.783149	-122.406814
BL Catering	1465 Carroll Ave	94124	(415) 648-8881	http://billleecatering.com	37.723258	-122.390799
Bender's Bar and Grill	806 S Van Ness Ave	94110	(415) 824-1800	http://www.bendersbar.com	37.760261	-122.417157
Bar 821	821 Divisadero St	94117	(415) 596-3986	http://www.dajanigroup.net/establishments/bar-821	37.777151	-122.438341
Borderlands Cafe	870 Valencia St	94110	(415) 970-6998	http://www.borderlands-cafe.com	37.759064	-122.421446
Burmese Kitchen	452 Larkin St	94102	(415) 474-5569	http://www.burmesekitchen.com	37.782056	-122.417245
Bacon Bacon Truck	63 Bluxome St	94107	(415) 305-1968	http://www.baconbaconsf.com	37.776566	-122.397172
Birley Sandwiches	4 Embarcadero Ctr	94111	(415) 318-1800	http://www.birleys.com	37.794529	-122.396577
Bebebar	3809 18th St	94114	(415) 203-8406	http://www.facebook.com/bebebarsf	37.761116	-122.428545
Burma Tea Leaf	731 Clement St	94118	(415) 221-3888	http://www.burmatealeaf.com	37.782719	-122.467143
Big Nates Bar B Que	1665 Folsom St	94103	(415) 861-4242	http://www.catheadsbbq.com	37.770066	-122.415286
Bang San Thai Cuisine	791 Ofarrell St	94109	(415) 928-2772	http://www.bangsanthai.com	37.785073	-122.417809
Baldoria Restaurant	2162 Larkin St	94109	(415) 447-0441	http://www.amarenarestaurant.com	37.797765	-122.420442
B Cubed	1152 Valencia St	94110	(415) 401-7258		37.754315	-122.420995
Burger King	1298 Howard St	94103	(415) 487-1375	http://www.bk.com	37.775521	-122.413008
Burritt Room	47 Stockton St	94108	(415) 400-0500	http://sanfrancisco.grubstreet.com/2010/05/a_quick_peek_at_the_burritt_ro.html	37.789923	-122.407182
Biergarten	424 Octavia St	94102	(415) 252-9289	http://www.biergartensf.com	37.775875	-122.424053
Broaster Cafe	390 Golden Gate Ave	94102	(415) 749-0202		37.781611	-122.416906
Brunch Drunk Love	2389 Mission St	94110	(415) 648-6800	http://www.brunchdrunklovesf.com	37.758929	-122.418964
Boulange De Cole Valley	1000 Cole St	94117	(415) 242-2442	http://www.laboulangebakery.com	37.764787	-122.449613
Beach Chalet Office	4331 Irving St	94122	(415) 753-5260	http://www.beachchalet.com	37.762199	-122.50447
Bangkok Express Thai Cuisine	333 Bush St	94104	(415) 981-9333	http://www.bangkokexpresssf.com	37.790831	-122.402953
burritodelivery.com BOTANA	3231 Mission St	94110	(415) 863-9113		37.744996	-122.42011
Burger Bar	251 Geary St	94102	(415) 296-4272	http://www.burgerbarsf.com	37.787472	-122.407397
Baladie Gourmet Cafe	337 Kearny St	94108	(415) 989-6629	http://www.baladiecafe.info	37.791257	-122.404124
Broadway Joe's Oyster and Sports Bar	2550 Van Ness Ave	94109	(415) 567-4949		37.799358	-122.424098
Baan Thai House and Wine Bar	534 Irving St	94122	(415) 379-4505	http://www.baanthaihousesf.com	37.764239	-122.463632
Beaux Gateaux	654 33rd Ave	94121			37.773194	-122.509437
Bay Area VDO Production	1124 Eddy St	94109	(415) 595-6578	http://www.bayareavdoproduction.com	37.782455	-122.425928
Burger Joint	807 Valencia St	94110	(415) 824-3494	http://www.burgerjointsf.com	37.759926	-122.421337
Bistro Burger	343 Sansome St	94104	(415) 989-7566	http://www.bistroburger.net	37.793608	-122.401456
Baby's Eatery and Palabok	4609 Mission St	94112	(415) 585-0990		37.724275	-122.435033
Bitters, Bock and Rye	1117 Polk St	94109	(415) 440-4490	http://www.bittersbockandrye.com	37.786968	-122.420473
B Restaurant and Bar	720 Howard St	94103	(415) 495-9800	http://www.bsanfrancisco.com	37.784576	-122.401525
Burger King	724 La Playa St	94121	(415) 668-4725	http://www.bk.com	37.77462	-122.510044
Bistro 10UN	1130 Market St	94102	(415) 276-4048	http://www.bistro10un.com	37.774285	-122.42009
Boulange	2310 Polk St	94109	(415) 345-1107	http://laboulangebakery.com	37.797994	-122.42211
Bistro Gambrinus	1813 Fulton St	94117	(415) 221-7777	http://www.beerandgrill.com	37.775673	-122.446895
BibimBar	320 Bush St	94104	(415) 399-1961	http://www.bibimbar.com	37.790939	-122.403193
Buchanan Grill	3653 Buchanan St	94123	(415) 346-8727		37.803732	-122.43376
Butter	354 11th St	94103	(415) 863-5964	http://www.smoothasbutter.com	37.771112	-122.413233
Blissful Bites	397 Arguello Blvd	94118	(415) 750-9460	http://www.blissfulbitesbakery.com	37.783367	-122.459174
Buckhorn Grill	101 4th St	94103	(415) 369-6150	http://www.buckhorngrill.com	37.7845	-122.403956
Brooklyn Pizza	219 Jones St	94102	(415) 351-1117	http://www.brooklynpizzasf.com	37.783461	-122.412614
Bar Adagio	550 Geary St	94102	(415) 775-5000	http://www.hoteladagiosf.com/the-mortimer-bar.php	37.786988	-122.412388
Blue Barn Gourmet	2237 Polk St	94109	(415) 655-9438	http://www.bluebarngourmet.com	37.797538	-122.422225
Burger King	35 Powell St	94102	(415) 397-6340	http://www.bk.com	37.785069	-122.408075
Bacio Restaurant	835 Hyde St	94109	(415) 292-7999	http://www.baciocafe.com	37.788647	-122.41696
Boudin Sourdough Bakery and Cafe	619 Market St	94105	(415) 281-8200	http://www.boudinbakery.com	37.788913	-122.40164
Bar 1915	524 Sutter St	94102	(415) 421-2865	http://www.larkspurhotelunionsquare.com	37.789316	-122.409176
